#File,Files,Profile,Mean (ms),Min (ms),Max (ms),Diff (ms),Max RSS (KB),Max RSS (KB) diff,CPU %
gen-1000-3-foobar.UTF-32LE.log,1,release,14 ± 0,14,15,-,12352,-,0.025
gen-1000-3-foobar.UTF-32LE.log,2,release,35 ± 0,34,35,21,12780,428,0.066
gen-1000-3-foobar.UTF-32LE.log,3,release,53 ± 0,52,53,18,13356,576,0.107
gen-1000-3-foobar.UTF-32LE.log,4,release,72 ± 0,71,72,19,14012,656,0.140
gen-1000-3-foobar.UTF-32LE.log,5,release,88 ± 0,88,88,16,14300,288,0.179
gen-1000-3-foobar.UTF-32LE.log,6,release,107 ± 0,106,107,19,14752,452,0.211
gen-1000-3-foobar.UTF-32LE.log,7,release,124 ± 1,123,126,17,15140,388,0.253
gen-1000-3-foobar.UTF-32LE.log,8,release,141 ± 1,140,144,17,16060,920,0.279
gen-1000-3-foobar.UTF-32LE.log,9,release,160 ± 0,158,161,19,16368,308,0.325
gen-1000-3-foobar.UTF-32LE.log,10,release,178 ± 1,177,180,18,16892,524,0.356
gen-1000-3-foobar.UTF-32LE.log,11,release,196 ± 0,194,197,18,17224,332,0.396
gen-1000-3-foobar.UTF-32LE.log,12,release,217 ± 1,215,218,21,17824,600,0.431
gen-1000-3-foobar.UTF-32LE.log,13,release,226 ± 1,224,229,9,18196,372,0.473
gen-1000-3-foobar.UTF-32LE.log,14,release,246 ± 1,244,248,20,19072,876,0.507
gen-1000-3-foobar.UTF-32LE.log,15,release,264 ± 0,263,265,18,19328,256,0.548
gen-1000-3-foobar.UTF-32LE.log,16,release,284 ± 2,281,287,20,19508,180,0.581
gen-1000-3-foobar.UTF-32LE.log,17,release,302 ± 1,300,303,18,20040,532,0.620
gen-1000-3-foobar.UTF-32LE.log,18,release,323 ± 2,321,327,21,20760,720,0.654
gen-1000-3-foobar.UTF-32LE.log,19,release,343 ± 2,339,345,20,21072,312,0.694
gen-1000-3-foobar.UTF-32LE.log,20,release,361 ± 1,358,363,18,22212,1140,0.730
gen-1000-3-foobar.UTF-32LE.log,21,release,383 ± 3,380,388,22,22296,84,0.773
gen-1000-3-foobar.UTF-32LE.log,22,release,400 ± 1,398,402,17,22736,440,0.804
gen-1000-3-foobar.UTF-32LE.log,23,release,421 ± 2,418,423,21,23208,472,0.846
gen-1000-3-foobar.UTF-32LE.log,24,release,441 ± 2,437,444,20,23636,428,0.881
gen-1000-3-foobar.UTF-32LE.log,25,release,462 ± 2,458,464,21,24288,652,0.924
gen-1000-3-foobar.UTF-32LE.log,26,release,480 ± 1,479,482,18,24552,264,0.958
gen-1000-3-foobar.UTF-32LE.log,27,release,502 ± 5,498,510,22,25244,692,1.005
gen-1000-3-foobar.UTF-32LE.log,28,release,522 ± 6,517,531,20,25992,748,1.039
gen-1000-3-foobar.UTF-32LE.log,29,release,530 ± 8,521,541,8,26340,348,1.081
gen-1000-3-foobar.UTF-32LE.log,30,release,550 ± 5,546,559,20,26968,628,1.123
gen-1000-3-foobar.UTF-32LE.log,31,release,571 ± 1,569,573,21,27220,252,1.159
gen-1000-3-foobar.UTF-32LE.log,32,release,595 ± 2,592,599,24,27672,452,1.193
gen-1000-3-foobar.UTF-32LE.log,33,release,616 ± 2,613,618,21,28296,624,1.234
gen-1000-3-foobar.UTF-32LE.log,34,release,638 ± 3,635,643,22,28868,572,1.274
gen-1000-3-foobar.UTF-32LE.log,35,release,661 ± 3,655,665,23,29464,596,1.316
gen-1000-3-foobar.UTF-32LE.log,36,release,680 ± 2,678,684,19,29908,444,1.350
gen-1000-3-foobar.UTF-32LE.log,37,release,700 ± 2,697,704,20,30608,700,1.392
gen-1000-3-foobar.UTF-32LE.log,38,release,721 ± 2,718,723,21,30932,324,1.436
