 File  .text     Size                                           Crate Name
 0.2%   0.3%  59.7KiB                                              s4 s4::s4::exec_fileprocessor_thread
 0.2%   0.3%  59.1KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_32::ere_match_struct_32::ENGINE_BYTES::exec::transition_symbols_exec
 0.2%   0.3%  58.5KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_92::ere_match_struct_92::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  58.3KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_93::ere_match_struct_93::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  57.8KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_94::ere_match_struct_94::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  57.7KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_96::ere_match_struct_96::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  57.1KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_20::ere_match_struct_20::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  56.8KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_16::ere_match_struct_16::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  56.5KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_28::ere_match_struct_28::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  56.3KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_29::ere_match_struct_29::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  56.2KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_17::ere_match_struct_17::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  56.1KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_57::ere_match_struct_57::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  56.1KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_30::ere_match_struct_30::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  56.0KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_21::ere_match_struct_21::ENGINE_BYTES::exec::transition_epsilons_exec
26.3%  37.7%   7.7MiB                                                 And 5361 smaller methods. Use -n N to show more.
69.9% 100.0%  20.5MiB                                                 .text section size, the file size is 29.4MiB
