 File  .text     Size                     Crate Name
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8632_lastlogx
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8632_acct
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_x86_utmpx
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_x86_lastlog
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_x86_acct_v3
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_x86_acct
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_arm64aarch64_utmpx
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_freebsd_x8664_utmpx
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_openbsd_x86_utmp
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_openbsd_x86_lastlog
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8664_utmpx
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8664_utmp
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8664_lastlogx
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8664_lastlog
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8632_utmpx
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8632_lastlogx
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8632_acct
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_x86_utmpx
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_x86_lastlog
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_x86_acct_v3
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_x86_acct
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_arm64aarch64_utmpx
 0.0%   0.0%      59B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_arm64aarch64_lastlog
 0.0%   0.0%      54B                     s4lib s4lib::data::line::Line::fileoffset_end
 0.0%   0.0%      50B                     s4lib s4lib::python::pyrunner::PyRunner::pipes_exit_sender
 0.0%   0.0%      27B                     s4lib s4lib::data::line::Line::fileoffset_begin
 0.0%   0.0%      27B                     s4lib alloc::sync::Arc<T,A>::drop_slow
 0.0%   0.0%      27B                     s4lib alloc::sync::Arc<T,A>::drop_slow
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::openbsd_x86::utmp as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::openbsd_x86::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::utmp as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::lastlogx as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::netbsd_x8632::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::netbsd_x8632::lastlogx as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::netbsd_x8632::acct as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::linux_x86::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::linux_x86::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::linux_x86::acct as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       6B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::size
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::openbsd_x86::utmp as s4lib::data::fixedstruct::FixedStructTrait>::as_openbsd_x86_utmp
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::openbsd_x86::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_openbsd_x86_lastlog
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8664_utmpx
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::utmp as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8664_utmp
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::lastlogx as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8664_lastlogx
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8664_lastlog
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::netbsd_x8632::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8632_utmpx
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::netbsd_x8632::lastlogx as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8632_lastlogx
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::netbsd_x8632::acct as s4lib::data::fixedstruct::FixedStructTrait>::as_netbsd_x8632_acct
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::linux_x86::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_x86_utmpx
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::linux_x86::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_x86_lastlog
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::linux_x86::acct as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_x86_acct
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_arm64aarch64_utmpx
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::as_linux_arm64aarch64_lastlog
 0.0%   0.0%       4B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::as_freebsd_x8664_utmpx
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::openbsd_x86::utmp as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::openbsd_x86::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::utmp as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::lastlogx as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::netbsd_x8664::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::netbsd_x8632::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::netbsd_x8632::lastlogx as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::netbsd_x8632::acct as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::linux_x86::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::linux_x86::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::linux_x86::acct_v3 as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::linux_x86::acct as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::linux_arm64aarch64::lastlog as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
 0.0%   0.0%       3B                     s4lib <s4lib::data::fixedstruct::freebsd_x8664::utmpx as s4lib::data::fixedstruct::FixedStructTrait>::fixedstruct_type
