1	18923
2	16403
3	18066
4	7840
5	1319
6	1069
7	523
8	123045
9	2958
10	106
11	24
12	1299
13	8
16	88875
18	667
20	2
21	30
22	10
24	3349
29	1
32	49727
36	269
37	1
38	1
39	2
40	50903
42	9
44	46
48	57210
49	150
50	80
51	1
52	9
56	49845
60	13
64	108331
72	68343
73	1
78	2
79	1
80	85620
84	107
88	184
96	2187
97	10
98	10
104	84
105	1
106	9
108	1
112	42
116	1794
119	2
120	32
122	1
124	1
125	1
126	2
127	1
128	109307
129	2
130	1
133	1
138	1
139	1
140	378
143	1
144	1562
147	1
148	1
152	32
153	2
156	2
157	2
158	1
160	1297
162	1
163	1
164	42
165	1
168	50
169	1
170	1
174	1
175	1
176	225
177	2
179	2
180	1
181	1
183	2
184	2
190	1
192	55743
193	1
194	1
196	28
197	1
200	70
206	1
208	67
209	2
210	1
211	1
212	2
213	1
216	3017
220	51
224	28
225	2
226	1
229	2
230	1
237	2
240	31
241	1
242	1
245	1
249	1
252	6
253	1
254	1
256	3524
264	1
265	1
272	83
276	146
280	7221
288	3385
293	1
294	1
296	105
304	13
312	87
314	1
315	1
319	1
320	330
324	162
328	85
332	85
334	1
335	1
336	98
340	170
344	121
352	58
360	2
368	2
372	85
376	1296
380	85
384	1919
385	1
392	5
400	199
404	85
406	1
408	42
412	212
416	194
420	170
424	85
432	1
438	1
439	1
440	10
441	1
448	708
452	85
456	78
460	212
464	43
466	1
468	42
469	1
472	44
475	2
476	2
480	27
483	1
485	1
486	1
488	88
495	1
496	131
498	2
500	126
504	219
508	87
509	2
510	2
512	3002
514	1
516	43
519	1
520	6
523	3
524	1
528	48
532	1
533	1
534	1
535	2
536	88
537	1
540	127
544	56
547	2
552	6
554	1
556	1
557	1
561	1
564	1
568	127
569	1
572	1
574	2
576	271
578	1
579	1
580	127
584	43
588	87
590	1
592	2
593	2
596	42
597	2
600	43
601	1
605	1
606	1
608	55
612	86
616	4
618	1
620	38
624	50
628	2
632	2
634	1
635	1
636	42
637	1
640	3336
646	1
648	1
649	1
651	1
652	1
656	4
660	1
672	17
680	1
688	42
692	85
696	86
700	1
704	6
708	2
716	2
720	25
732	2
736	3
737	1
748	86
749	1
751	1
752	85
760	2
766	1
768	1453
772	1
776	1
778	1
780	42
784	44
788	1
800	22
816	130
818	1
820	42
824	43
832	7
836	2
837	1
840	10
841	1
842	1
844	1
848	2
852	1
864	53
876	1
880	4
881	1
896	87
900	2
904	2
912	13
916	2
920	2
934	1
948	2
949	1
952	1
960	202
964	2
968	2
970	1
979	1
980	1
986	1
992	5
996	1
1000	2
1008	15
1012	1
1014	1
1015	1
1016	3
1018	1
1024	2304
1030	1
1032	1
1040	1
1045	2
1048	1
1054	1
1056	15
1060	2
1064	3
1068	1
1072	1
1077	1
1080	2
1081	1
1084	1
1088	12
1096	1
1100	9
1104	2
1111	1
1115	1
1120	2
1125	1
1129	1
1136	1
1141	1
1145	1
1146	1
1152	146
1156	1
1172	1
1173	1
1176	10
1200	104
1209	1
1216	50
1224	60
1232	50
1240	50
1248	35
1256	11
1260	1
1264	40
1265	1
1267	1
1272	30
1276	1
1280	201
1288	2
1303	2
1329	1
1336	1
1340	1
1344	9
1400	757
1408	7
1431	1
1434	1
1440	17
1446	1
1448	81
1456	1
1464	1
1480	85
1508	42
1512	5
1520	38
1535	1
1536	1330
1538	1
1550	2
1560	85
1568	43
1580	42
1584	3
1588	42
1600	60
1609	1
1611	1
1632	17
1640	42
1654	1
1656	2
1657	1
1659	1
1660	1
1664	6
1672	44
1680	2
1720	18
1724	85
1728	54
1760	170
1776	1
1792	44
1804	1
1824	13
1828	42
1832	85
1840	43
1860	42
1868	170
1872	1
1876	86
1880	85
1900	42
1904	170
1916	170
1920	27
1940	1
1944	2
1960	2
1968	1
1976	42
1992	1
2000	70
2004	42
2012	42
2016	32
2020	42
2024	42
2032	1
2036	1
2040	2
2044	84
2048	1643
2056	94
2064	1
2071	1
