2076	1
2080	1
2092	87
2112	3
2128	86
2136	1
2144	1
2148	1
2176	1
2188	2
2205	1
2208	3
2224	43
2232	1
2233	1
2240	1
2242	2
2244	1
2256	2
2264	2
2276	1
2280	1
2296	3
2304	59
2312	1
2316	1
2319	1
2336	1
2344	42
2352	115
2360	1
2364	85
2372	2
2392	85
2400	39
2404	77
2408	10
2416	40
2420	1
2424	62
2432	5
2440	30
2444	85
2448	31
2464	61
2470	1
2472	14
2480	115
2488	1
2496	4
2499	1
2520	89
2540	1
2544	1
2560	21
2584	1
2604	1
2675	1
2688	6
2696	1
2712	1
2736	1
2737	1
2740	85
2760	4
2767	2
2768	12
2784	3
2796	85
2800	60
2808	1
2816	2
2832	1
2852	1
2880	17
2928	1
2948	85
2956	85
2960	85
2972	9
2976	3
2992	1
3000	2
3004	1
3012	42
3024	3
3040	11
3048	1
3072	906
3080	42
3088	42
3092	42
3096	1
3104	42
3112	42
3152	1
3153	1
3168	4
3176	1
3200	38
3216	2
3240	2
3264	14
3272	1
3312	27
3328	3
3348	1
3364	1
3368	1
3376	1
3378	1
3392	86
3400	1
3408	2
3428	170
3436	85
3456	10
3464	85
3472	85
3480	2
3488	1
3504	2
3520	1
3524	1
3528	2
3536	42
3576	43
3584	42
3600	1
3648	11
3664	42
3672	2
3680	10
3696	42
3704	42
3720	1
3744	1
3816	1
3832	85
3840	18
3848	1
3900	85
3916	1
3936	170
4000	1
4032	8
4056	1
4064	1
4096	391
4128	1
4144	42
4152	1
4176	1
4192	6
4216	1
4224	2
4256	1
4272	1
4288	1
4308	1
4324	1
4384	1
4444	1
4460	1
4488	1
4500	1
4512	1
4516	1
4544	1
4564	1
4580	1
4584	1
4608	47
4624	1
4640	42
4680	1
4692	1
4704	1
4760	42
4836	1
4920	1
4944	1
4964	1
4980	85
4992	3
5120	1
5212	2
5316	1
5376	3
5452	10
5460	85
5496	85
5632	2
5760	4
6048	1
6140	1
6144	361
6152	1
6200	2
6272	19
6400	18
6448	1
6480	3
6512	2
6528	3
6544	2
6560	3
6576	2
6608	1
6784	9
6912	1
6921	11
7000	1
7065	1
7083	1
7137	2
7281	9
7296	1
7299	2
7360	1
7425	1
7515	18
7677	2
8192	336
8284	1
8320	1
8860	2
8880	1
8960	20
9048	1
9120	1
9216	47
9292	2
9360	1
9376	1
9408	1
9480	1
9528	1
9600	21
9840	1
10032	1
10112	20
10240	1
10344	1
10496	38
10560	2
10624	20
10752	3
10880	20
10968	1
10992	1
11008	20
11040	1
11160	1
11208	2
11256	1
11264	2
11280	1
11400	1
11424	2
11496	2
11856	1
12024	1
12072	1
12096	20
12120	1
12144	1
12264	2
12288	162
12336	2
12384	20
12528	20
12552	1
12768	1
12800	18
12896	1
12960	3
13024	2
13056	21
13088	2
13120	3
13152	2
13216	1
13344	1
13536	20
13680	20
13824	20
13968	20
14064	1
14184	1
14336	2
14352	1
14424	1
14664	1
14848	20
14880	1
14976	20
15120	1
16000	67
16256	20
16384	139
16440	1
16468	18
16640	20
16776	1
16960	20
17120	20
17688	1
17712	20
17736	1
17760	1
18000	20
18072	1
18080	40
18144	20
18240	20
18400	18
18432	1
18480	1
18528	1
18552	1
18560	20
18624	1
18672	1
18816	17
19344	1
19392	1
19440	3
19536	2
19584	21
19632	2
19680	3
19728	2
19824	1
20352	1
20480	21
20568	2
20616	1
20784	1
20832	1
21216	1
21456	1
21504	1
21984	1
22016	18
22176	1
22224	1
22880	20
22992	1
23200	20
23360	20
23400	1
23616	2
24384	20
24576	106
24864	1
25088	2
25600	18
27840	1
28560	1
29880	1
32760	1
32768	91
32976	1
33408	20
33600	20
39104	20
39312	20
41472	20
42336	20
49152	51
53424	20
58752	20
59904	20
62560	20
65536	367
67392	20
67680	20
67824	20
68688	40
69120	40
73728	1
75776	1
77616	20
85248	20
86256	20
86688	18
90864	20
97920	20
99360	20
100608	20
102336	20
118080	20
118400	20
118560	20
122752	20
131072	3
131712	20
135840	20
137280	20
140544	20
141840	40
145600	20
151008	20
151360	20
152592	20
152944	20
199360	20
240416	20
242000	20
320000	66
