 File  .text     Size                                           Crate Name
 0.2%   0.3%  68.9KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_19::ere_match_struct_19::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  66.5KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_31::ere_match_struct_31::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  66.1KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_25::ere_match_struct_25::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  60.8KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_56::ere_match_struct_56::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.3%  59.1KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_32::ere_match_struct_32::ENGINE_BYTES::exec::transition_symbols_exec
 0.2%   0.2%  58.4KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_91::ere_match_struct_91::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.2%  57.9KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_93::ere_match_struct_93::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.2%  57.9KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_92::ere_match_struct_92::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.2%  57.5KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_95::ere_match_struct_95::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.2%  57.4KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_16::ere_match_struct_16::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.2%  57.2KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_20::ere_match_struct_20::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.2%  56.9KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_17::ere_match_struct_17::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.2%  56.8KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_21::ere_match_struct_21::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.2%  56.3KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_28::ere_match_struct_28::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.2%  56.2KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_29::ere_match_struct_29::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.2%  55.9KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_30::ere_match_struct_30::ENGINE_BYTES::exec::transition_epsilons_exec
 0.2%   0.2%  55.7KiB super_speedy_syslog_searcher_ere_datetimes_impl super_speedy_syslog_searcher_ere_datetimes_impl::DATETIME_PARSE_DATAS::ere_match_fn_57::ere_match_struct_57::ENGINE_BYTES::exec::transition_epsilons_exec
23.6%  32.2%   7.4MiB                                                 And 5099 smaller methods. Use -n N to show more.
73.2% 100.0%  22.9MiB                                                 .text section size, the file size is 31.2MiB
